0.0 0
0.011856 3400
0.029888 3740
0.055104 2380
0.149664 2720
0.200096 1700
0.244224 2040
0.345088 1360
0.370304 1700
0.408128 1020
0.42704 1360
0.71984 680
0.949616 1020
1.32934 680
2.2887 340
4.30587 1360
4.34195 1700
4.35456 2040
4.36717 2380
4.37978 2720
4.39238 3060
4.53107 3400
4.61302 2380
4.69498 2720
4.75802 1700
4.79584 2040
4.92192 1360
4.94714 1700
5.04907 1020
5.06624 1360
5.15731 680
5.17448 1020
6.24946 340
8.26662 680
9.28379 340
9.51813 680
9.5416 1020
9.77138 1360
9.79485 1700
9.82006 2040
9.87506 1360
9.90658 1700
9.95701 1020
10.9318 340
10.949 3740
10.9724 4080
11.0103 2720
11.1363 3060
11.1552 2040
11.2292 2380
11.267 1360
11.2985 1700
11.3426 1020
11.3615 1360
11.4463 680
11.4635 1020
12.4635 340
12.4806 1020
12.5041 1360
12.6295 680
12.6467 1020
12.7451 680
13.7045 340
13.7217 1360
13.7704 1700
13.8047 1020
13.8219 1360
14.0103 680
14.9868 340
15.2212 680
15.2446 1020
15.7557 1360
15.8152 680
15.8668 1020
15.9932 680
16.0104 1020
16.154 680
16.1712 1020
17.1587 680
17.1993 1020
17.7167 680
18.7339 340
19.9854 680
20.0088 1020
20.0323 1360
20.0495 1700
20.0621 2040
20.1377 1360
21.1125 340
21.1297 7480
21.2414 5100
21.3675 5440
21.4368 3740
21.626 4080
21.6449 2720
21.7125 3060
21.7755 2040
21.8638 2380
21.9772 1360
22.9457 340
22.9629 3060
22.9864 3400
22.999 3740
23.0116 4080
23.1061 2720
23.1944 3060
23.2448 2040
23.3205 2380
23.4781 1360
23.5376 1700
23.607 1020
23.6413 1360
23.808 680
24.0378 1020
24.0956 680
24.1128 1020
24.2158 680
24.233 1020
24.2736 680
24.2908 1020
24.3314 680
24.3486 1020
24.5266 680
24.5437 1020
24.6015 680
25.5609 340
25.5781 1360
25.6141 1700
25.6268 2040
25.652 2380
25.6772 2720
25.6961 1700
25.7276 2040
25.7717 1360
25.833 1700
26.1619 2040
26.2565 1360
26.2989 1700
26.3286 1020
26.3773 1360
26.4197 680
26.4386 1020
26.5073 680
26.5245 1020
26.5588 680
