0.99792	1000
1.68656	1000
1.77088	1000
2.45952	1000
2.54384	1000
2.62816	1000
2.71248	1000
3.23248	1000
3.3168	1000
3.40112	1000
3.48544	1000
3.56976	1000
3.65408	1000
3.7384	1000
3.82272	1000
4.00544	1000
4.08976	1000
4.17408	1000
4.2584	1000
4.34272	1000
4.42704	1000
4.51136	1000
4.59568	1000
4.68	1000
4.76432	1000
4.84864	1000
4.93296	1000
5.01728	1000
5.1016	1000
5.18592	1000
5.27024	1000
5.35456	1000
5.43888	1000
5.5232	1000
5.60752	1000
5.69184	1000
5.77616	1000
5.86048	1000
5.9448	1000
6.02912	1000
6.11344	1000
6.19776	1000
6.28208	1000
6.3664	1000
6.45072	1000
6.53504	1000
6.61936	1000
6.70368	1000
6.788	1000
6.87232	1000
6.95664	1000
7.04096	1000
7.12528	1000
7.2096	1000
7.29392	1000
7.37824	1000
7.46256	1000
7.54688	1000
7.6312	1000
7.71552	1000
7.79984	1000
7.88416	1000
7.96848	1000
8.0528	1000
8.13712	1000
8.22144	1000
8.30576	1000
8.39008	1000
8.4744	1000
8.55872	1000
8.64304	1000
8.72736	1000
8.81168	1000
8.896	1000
8.98032	1000
9.06464	1000
9.14896	1000
9.23328	1000
9.3176	1000
9.40192	1000
9.48624	1000
9.57056	1000
9.65488	1000
9.7392	1000
9.82352	1000
9.90784	1000
9.99216	1000
10.0765	1000
10.1608	1000
10.2451	1000
10.3294	1000
10.4138	1000
10.4981	1000
10.5824	1000
10.6667	1000
10.751	1000
10.8354	1000
10.9197	1000
11.004	1000
11.0883	1000
11.1726	1000
11.257	1000
11.3413	1000
11.4256	1000
11.5099	1000
11.5942	1000
11.6786	1000
11.7629	1000
11.8472	1000
11.9315	1000
12.0158	1000
12.1002	1000
12.1845	1000
12.2688	1000
12.3531	1000
12.4374	1000
12.5218	1000
12.6061	1000
12.6904	1000
12.7747	1000
12.859	1000
12.9434	1000
13.0277	1000
13.112	1000
13.1963	1000
13.2806	1000
13.365	1000
13.4493	1000
13.5336	1000
13.6179	1000
13.7022	1000
13.7866	1000
13.8709	1000
13.9552	1000
14.0395	1000
14.1238	1000
14.2082	1000
23.8206	50000
32.3623	51000
40.9039	22000
41.5925	57000
43.5319	5000
43.9535	1000
44.0378	1000
44.1221	1000
44.2065	1000
44.2908	1000
44.3751	1000
44.4594	1000
44.5437	1000
44.6281	1000
44.7124	1000
44.7967	1000
44.881	1000
44.9653	1000
45.0497	1000
45.134	1000
45.2183	1000
45.3026	1000
45.3869	1000
45.4713	1000
45.5556	1000
45.6399	1000
45.7242	1000
45.8085	1000
45.8929	1000
45.9772	1000
46.0615	1000
46.1458	1000
46.2301	1000
46.3145	1000
46.3988	1000
46.4831	1000
46.5674	1000
46.6517	1000
46.7361	1000
46.8204	1000
46.9047	1000
46.989	1000
47.0733	1000
47.1577	1000
47.242	1000
47.3263	1000
47.4106	1000
47.4949	1000
47.5793	1000
47.6636	1000
47.7479	1000
47.8322	1000
47.9165	1000
48.0009	1000
48.0852	1000
48.1695	1000
48.2538	1000
48.3381	1000
48.4225	1000
48.5068	1000
48.5911	1000
48.6754	1000
48.7597	1000
48.8441	1000
48.9284	1000
49.0127	1000
49.097	1000
49.1813	1000
49.2657	1000
