0.0 0
0.569875 3400
1.14284 3740
1.14914 4080
1.15545 4420
1.16175 4760
1.16805 5100
1.37121 5440
1.71852 5780
1.72483 6120
1.73113 6460
1.73743 6800
1.74374 7140
1.75004 7480
1.75635 7820
1.94689 8160
2.29421 8500
2.30051 8840
2.30681 9180
2.31312 9520
2.31942 9860
2.32573 10200
2.33203 10540
2.33833 10880
2.34464 11220
2.35094 11560
2.51942 11900
2.52573 12240
2.86989 12580
2.87619 12920
2.8825 13260
2.8888 13600
2.8951 13940
2.90141 14280
2.90771 14620
2.91402 14960
2.92032 15300
2.92662 15640
2.93293 15980
2.93923 16320
2.94554 16660
2.95184 17000
2.95814 17340
3.0951 17680
3.10141 18020
3.10771 18360
3.44557 18700
3.45188 19040
3.45818 19380
3.46448 19720
3.47079 20060
3.47709 20400
3.4834 20740
3.4897 21080
3.496 21420
3.50231 21760
3.50861 22100
3.51492 22440
3.52122 22780
3.52752 23120
3.53383 23460
3.54013 23800
3.54644 24140
3.55274 24480
3.55904 24820
3.56535 25160
3.57165 25500
3.57796 25840
3.67079 26180
3.68024 12920
4.25593 13600
4.76399 6630
5.33653 7310
5.86808 7650
6.45007 7990
7.02575 8330
7.60774 8670
8.18342 9010
8.76226 9350
9.34425 9690
9.35685 4590
9.93254 5270
10.4956 5610
11.0776 5950
11.6533 6290
12.2353 6630
12.811 6970
13.3898 7310
14.1497 7650
14.9285 3570
15.5011 4590
16.0768 4930
16.6556 5270
17.2313 5610
17.8101 5950
18.3858 6290
18.9646 6630
19.5466 6970
20.1255 7310
20.7011 7650
21.28 7990
21.9904 8330
22.5692 8670
23.1449 9010
23.7237 9350
24.3057 9690
24.8845 10030
25.4602 10370
26.0391 10710
26.7769 11050
27.3558 11390
27.9314 11730
28.5103 12070
29.2734 12410
29.8522 12750
30.4279 13090
31.0067 13430
31.5887 13770
32.1675 14110
32.7432 14450
33.322 14790
33.904 15130
34.4829 15470
35.0586 15810
35.6374 16150
36.2194 16490
36.7982 16830
37.3739 17170
37.9527 17510
38.5347 17850
39.1072 18190
39.6892 18530
40.2681 18870
40.8438 19210
41.4226 19550
42.0046 19890
42.5834 20230
43.1591 20570
43.7379 20910
44.3199 21250
44.8988 21590
45.4303 10540
46.0028 11220
46.5029 11560
47.0786 11900
47.6605 12240
48.2394 12580
48.8151 12920
49.3939 13260
49.9759 13600
50.5547 13940
51.1304 14280
51.7092 14620
52.2912 14960
52.8701 15300
53.4457 15640
54.0246 15980
54.6066 16320
55.1854 16660
55.7611 17000
56.3399 17340
56.9219 17680
57.5007 18020
58.0764 18360
58.6553 18700
59.2373 19040
59.8161 19380
60.3918 19720
60.9706 20060
61.5526 20400
62.1251 20740
62.7071 21080
62.8567 10370
63.4292 11050
63.8774 11390
64.4594 11730
65.0351 12070
65.6107 12410
66.1896 12750
66.7716 13090
67.3504 13430
67.9261 13770
68.5049 14110
69.1671 14450
69.746 14790
70.3217 15130
70.9005 15470
71.4825 15810
72.0613 16150
72.637 16490
73.2158 16830
73.9695 17170
74.5483 17510
75.124 17850
75.7028 18190
76.4416 18530
77.0204 18870
77.5961 19210
78.1749 19550
78.7569 19890
79.3357 20230
79.9114 20570
80.4903 20910
81.0722 21250
81.6511 21590
82.2268 21930
82.8056 22270
83.3876 22610
83.9664 22950
84.5421 23290
85.1209 23630
85.7029 23970
86.2818 24310
86.8385 11900
87.4111 12580
87.5512 12920
88.13 13260
88.712 13600
89.2908 13940
89.8665 14280
90.4454 14620
91.0273 14960
91.3747 7310
91.9472 7990
92.3472 8330
92.926 8670
93.5017 9010
94.0805 9350
94.8098 9690
95.3824 10030
95.9644 10370
96.5432 10710
97.1189 11050
97.6977 11390
97.9261 5440
98.4986 6120
99.0459 6460
99.6279 6800
100.204 7140
100.786 7480
101.364 7820
101.94 8160
102.519 8500
103.101 8840
103.68 9180
104.255 9520
104.834 9860
105.416 10200
105.995 10540
106.571 10880
107.15 11220
107.732 11560
108.31 11900
108.886 12240
109.465 12580
110.187 12920
110.766 13260
111.342 13600
111.92 13940
112.634 14280
113.213 14620
113.788 14960
114.367 15300
114.949 15640
115.528 15980
116.104 16320
116.683 16660
117.414 17000
117.993 17340
118.569 17680
119.148 18020
119.73 18360
120.302 18700
120.884 19040
121.463 19380
122.039 19720
122.617 20060
123.199 20400
123.778 20740
124.354 21080
124.933 21420
125.515 21760
126.094 22100
126.669 22440
127.248 22780
127.83 23120
128.409 23460
128.985 23800
129.563 24140
130.145 24480
130.724 24820
131.3 25160
131.879 25500
132.461 25840
133.04 26180
133.615 26520
134.194 26860
134.776 27200
135.355 27540
135.937 27880
136.516 28220
137.098 28560
137.677 28900
138.252 29240
138.831 29580
139.413 29920
139.992 30260
140.568 30600
141.146 30940
141.647 15300
142.219 15980
142.681 16320
143.263 16660
143.839 17000
